Tutor Name, Course Name, Timeslot
Tutor 43,Numerical Ordinary Differential Equations and Applications,17
Tutor 43,Numerical Ordinary Differential Equations and Applications,18
Tutor 355,Data Assimilation,72
Tutor 355,Data Assimilation,73
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 355,Maths in Action A,28
Tutor 355,Maths in Action A,29
Tutor 355,Maths in Action A,30
Tutor 355,Maths in Action A,31
Tutor 355,Proofs & Problem Solving,1
Tutor 355,Proofs & Problem Solving,2
Tutor 355,Proofs & Problem Solving,3
Tutor 355,Statistics (Year 2) - Lab,81
Tutor 355,Statistics (Year 2) - Lab,82
Tutor 355,Calculus & its Applications ,23
Tutor 355,Calculus & its Applications ,24
Tutor 355,Calculus & its Applications ,25
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,41
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,42
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 355,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 355,Functional Analysis,32
Tutor 355,Functional Analysis,33
Tutor 355,Galois Theory,28
Tutor 355,Galois Theory,29
Tutor 355,Integer and Combinatorial Optimization,47
Tutor 355,Integer and Combinatorial Optimization,48
Tutor 385,Calculus & its Applications ,26
Tutor 385,Calculus & its Applications ,27
Tutor 385,Calculus & its Applications ,28
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 385,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 385,Honours Complex Variables - Skills,30
Tutor 385,Honours Complex Variables - Skills,31
Tutor 385,Honours Complex Variables - Skills,32
Tutor 385,Honours Complex Variables - Skills,33
Tutor 385,Nonlinear Optimization - Comp Lab,79
Tutor 385,Nonlinear Optimization - Comp Lab,80
Tutor 375,Engineering Mathematics/Mathematics for the Natural Sciences 1b,39
Tutor 375,Engineering Mathematics/Mathematics for the Natural Sciences 1b,40
Tutor 375,Honours Algbra- Skills,87
Tutor 375,Honours Algbra- Skills,88
Tutor 375,Honours Algbra- Skills,89
Tutor 375,Honours Algbra- Skills,90
Tutor 375,Incomplete Data Analysis,74
Tutor 375,Incomplete Data Analysis,75
Tutor 375,Machine Learning in Python,41
Tutor 375,Machine Learning in Python,42
Tutor 375,Optimization Methods in Finance,24
Tutor 375,Optimization Methods in Finance,25
Tutor 375,Optimization Methods in Finance,26
Tutor 375,Optimization Methods in Finance,27
Tutor 26,Applied Statistics,87
Tutor 26,Applied Statistics,88
Tutor 26,Calculus & its Applications ,23
Tutor 26,Calculus & its Applications ,24
Tutor 26,Calculus & its Applications ,25
Tutor 26,Calculus & its Applications ,26
Tutor 26,Calculus & its Applications ,27
Tutor 26,Calculus & its Applications ,28
Tutor 26,Honours Complex Variables - Skills,43
Tutor 26,Honours Complex Variables - Skills,44
Tutor 26,Honours Complex Variables - Skills,45
Tutor 26,Honours Complex Variables - Skills,46
Tutor 26,Risk-Neutral Asset Pricing,77
Tutor 26,Risk-Neutral Asset Pricing,78
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,43
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,44
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 42,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 42,Interactions in Algebra Geometry and Topology,68
Tutor 42,Interactions in Algebra Geometry and Topology,69
Tutor 42,Introduction to Number Theory,72
Tutor 42,Introduction to Number Theory,73
Tutor 42,Research Skills for Computational Applied Mathematics,70
Tutor 42,Research Skills for Computational Applied Mathematics,71
Tutor 42,Statistical Computing,39
Tutor 42,Statistical Computing,40
Tutor 42,Statistical Computing,41
Tutor 42,Statistical Computing,42
Tutor 395,Calculus & its Applications ,20
Tutor 395,Calculus & its Applications ,21
Tutor 395,Calculus & its Applications ,22
Tutor 395,Calculus & its Applications ,32
Tutor 395,Calculus & its Applications ,33
Tutor 395,Calculus & its Applications ,34
Tutor 395,Honours Algebra,66
Tutor 395,Honours Algebra,67
Tutor 395,Proofs & Problem Solving,4
Tutor 395,Proofs & Problem Solving,5
Tutor 395,Proofs & Problem Solving,6
Tutor 395,Research Skills for Financial Mathematics,1
Tutor 395,Research Skills for Financial Mathematics,2
Tutor 395,Statistics (Year 2) - Lab,70
Tutor 395,Statistics (Year 2) - Lab,71
Tutor 405,Algebraic Geometry,83
Tutor 405,Algebraic Geometry,84
Tutor 405,Credit Scoring,13
Tutor 405,Credit Scoring,14
Tutor 405,Honours Algbra- Skills,30
Tutor 405,Honours Algbra- Skills,31
Tutor 405,Honours Algbra- Skills,32
Tutor 405,Honours Algbra- Skills,33
Tutor 405,Linear Programming Modelling and Solution,62
Tutor 405,Linear Programming Modelling and Solution,63
Tutor 405,Topics in Applied Operational Research,49
Tutor 405,Topics in Applied Operational Research,50
Tutor 405,Topics in Applied Operational Research,51
Tutor 405,Topics in Applied Operational Research,52
Tutor 56,Computing and Numerics,85
Tutor 56,Computing and Numerics,86
Tutor 56,Computing and Numerics,87
Tutor 56,Computing and Numerics,88
Tutor 56,Credit Scoring,15
Tutor 56,Credit Scoring,16
Tutor 56,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 56,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 56,Integer and Combinatorial Optimization,47
Tutor 56,Integer and Combinatorial Optimization,48
Tutor 56,Statistical Computing,39
Tutor 56,Statistical Computing,40
Tutor 56,Statistical Computing,41
Tutor 56,Statistical Computing,42
Tutor 56,Honours Complex Variables,7
Tutor 56,Honours Complex Variables,8
Tutor 56,Honours Complex Variables,9
Tutor 56,Honours Complex Variables,10
Tutor 56,Introduction to Number Theory,72
Tutor 56,Introduction to Number Theory,73
Tutor 56,Linear Programming Modelling and Solution,62
Tutor 56,Linear Programming Modelling and Solution,63
Tutor 56,Proofs & Problem Solving,11
Tutor 56,Proofs & Problem Solving,12
Tutor 56,Proofs & Problem Solving,13
Tutor 56,Proofs & Problem Solving,14
Tutor 56,Proofs & Problem Solving,15
Tutor 56,Proofs & Problem Solving,16
Tutor 57,Calculus & its Applications ,20
Tutor 57,Calculus & its Applications ,21
Tutor 57,Calculus & its Applications ,22
Tutor 57,Classical Mechanics for Mathematicians,62
Tutor 57,Classical Mechanics for Mathematicians,63
Tutor 57,Risk and Logistics,83
Tutor 57,Risk and Logistics,84
Tutor 57,Statistics (Year 2) - Lab,70
Tutor 57,Statistics (Year 2) - Lab,71
Tutor 57,Statistics (Year 2) - Lab,72
Tutor 57,Statistics (Year 2) - Lab,73
Tutor 57,Statistics (Year 2) - Lab,81
Tutor 57,Statistics (Year 2) - Lab,82
Tutor 109,Calculus & its Applications ,26
Tutor 109,Calculus & its Applications ,27
Tutor 109,Calculus & its Applications ,28
Tutor 109,Calculus & its Applications ,29
Tutor 109,Calculus & its Applications ,30
Tutor 109,Calculus & its Applications ,31
Tutor 109,Honours Algbra- Skills,87
Tutor 109,Honours Algbra- Skills,88
Tutor 109,Honours Algbra- Skills,89
Tutor 109,Honours Algbra- Skills,90
Tutor 109,Introduction to Number Theory,72
Tutor 109,Introduction to Number Theory,73
Tutor 109,Statistics (Year 2) - Lab,81
Tutor 109,Statistics (Year 2) - Lab,82
Tutor 401,Honours Complex Variables - Skills,43
Tutor 401,Honours Complex Variables - Skills,44
Tutor 401,Honours Complex Variables - Skills,45
Tutor 401,Honours Complex Variables - Skills,46
Tutor 401,Integer and Combinatorial Optimization,47
Tutor 401,Integer and Combinatorial Optimization,48
Tutor 401,Nonlinear Optimization - Comp Lab,79
Tutor 401,Nonlinear Optimization - Comp Lab,80
Tutor 401,Proofs & Problem Solving,14
Tutor 401,Proofs & Problem Solving,15
Tutor 401,Proofs & Problem Solving,16
Tutor 401,Statistics (Year 2),70
Tutor 401,Statistics (Year 2),71
Tutor 401,Statistics (Year 2),72
Tutor 401,Statistics (Year 2),73
Tutor 394,Computing and Numerics,85
Tutor 394,Computing and Numerics,86
Tutor 394,Computing and Numerics,87
Tutor 394,Computing and Numerics,88
Tutor 394,Credit Scoring,13
Tutor 394,Credit Scoring,14
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,45
Tutor 394,Engineering Mathematics/Mathematics for the Natural Sciences 1b,46
Tutor 394,Fundamentals of Pure Mathematics,62
Tutor 394,Fundamentals of Pure Mathematics,63
Tutor 394,Honours Complex Variables - Skills,30
Tutor 394,Honours Complex Variables - Skills,31
Tutor 394,Honours Complex Variables - Skills,32
Tutor 394,Honours Complex Variables - Skills,33
Tutor 393,Bayesian Data Analysis,85
Tutor 393,Bayesian Data Analysis,86
Tutor 393,Bayesian Data Analysis,87
Tutor 393,Bayesian Data Analysis,88
Tutor 393,Bayesian Data Analysis,89
Tutor 393,Bayesian Data Analysis,90
Tutor 393,Bayesian Data Analysis,91
Tutor 393,Bayesian Data Analysis,92
Tutor 393,Honours Complex Variables - Skills,43
Tutor 393,Honours Complex Variables - Skills,44
Tutor 393,Honours Complex Variables - Skills,45
Tutor 393,Honours Complex Variables - Skills,46
Tutor 393,Numerical Partial Differential Equations,39
Tutor 393,Numerical Partial Differential Equations,40
Tutor 289,Calculus & its Applications ,23
Tutor 289,Calculus & its Applications ,24
Tutor 289,Calculus & its Applications ,25
Tutor 289,Maths in Action A,28
Tutor 289,Maths in Action A,29
Tutor 289,Maths in Action A,30
Tutor 289,Maths in Action A,31
Tutor 289,Proofs & Problem Solving,14
Tutor 289,Proofs & Problem Solving,15
Tutor 289,Proofs & Problem Solving,16
Tutor 289,Statistical Research Skills,62
Tutor 289,Statistical Research Skills,63
Tutor 289,Statistics (Year 2) - Lab,70
Tutor 289,Statistics (Year 2) - Lab,71
Tutor 374,Computing and Numerics,77
Tutor 374,Computing and Numerics,78
Tutor 374,Computing and Numerics,79
Tutor 374,Computing and Numerics,80
Tutor 374,Large Scale Optimization for Data Science - Comp Lab,70
Tutor 374,Large Scale Optimization for Data Science - Comp Lab,71
Tutor 374,Large Scale Optimization for Data Science - Comp Lab,72
Tutor 374,Large Scale Optimization for Data Science - Comp Lab,73
Tutor 374,Mathematical Education,68
Tutor 374,Mathematical Education,69
Tutor 374,Statistical Computing,39
Tutor 374,Statistical Computing,40
Tutor 374,Statistical Computing,41
Tutor 374,Statistical Computing,42
